,Date,open,high,low,close
0,18295.0,157.0415802001953,161.17018127441406,157.0415802001953,161.17018127441406
1,18297.0,164.60426330566406,164.60426330566406,164.37274169921875,164.37274169921875
2,18299.0,160.5335235595703,160.5335235595703,160.5335235595703,160.5335235595703
3,18301.0,158.56568908691406,158.56568908691406,158.56568908691406,158.56568908691406
4,18303.0,161.5174560546875,167.01583862304688,161.5174560546875,167.01583862304688
5,18305.0,166.43704223632812,166.43704223632812,164.43063354492188,164.43063354492188
6,18307.0,,,,
7,18309.0,166.4177703857422,166.4177703857422,163.36953735351562,163.36953735351562
8,18311.0,164.10264587402344,164.10264587402344,163.44671630859375,163.44671630859375
9,18313.0,160.14767456054688,160.14767456054688,160.14767456054688,160.14767456054688
10,18315.0,151.4467315673828,151.4467315673828,151.4467315673828,151.4467315673828
11,18317.0,149.80685424804688,150.1541290283203,149.80685424804688,150.1541290283203
12,18319.0,143.55606079101562,143.55606079101562,143.32455444335938,143.32455444335938
13,18321.0,,,,
14,18323.0,144.34706115722656,147.68467712402344,144.34706115722656,147.68467712402344
15,18325.0,149.17019653320312,149.17019653320312,145.1766357421875,145.1766357421875
16,18327.0,141.9933624267578,141.9933624267578,141.9933624267578,141.9933624267578
17,18329.0,127.06090545654297,127.06090545654297,127.06090545654297,127.06090545654297
18,18331.0,126.90656280517578,127.71685028076172,126.90656280517578,127.71685028076172
19,18333.0,108.28923034667969,108.28923034667969,106.95803833007812,106.95803833007812
20,18335.0,,,,
21,18337.0,93.94519805908203,95.57542419433594,93.94519805908203,95.57542419433594
22,18339.0,84.11563110351562,84.73299407958984,84.11563110351562,84.73299407958984
23,18341.0,90.80050659179688,90.80050659179688,90.80050659179688,90.80050659179688
24,18343.0,88.98700714111328,88.98700714111328,88.98700714111328,88.98700714111328
25,18345.0,105.93553924560547,110.81655883789062,105.93553924560547,110.81655883789062
26,18347.0,109.67829132080078,109.67829132080078,101.69116973876953,101.69116973876953
27,18349.0,,,,
28,18351.0,101.30531311035156,103.0609359741211,101.30531311035156,103.0609359741211
29,18353.0,95.49825286865234,95.49825286865234,95.33426666259766,95.33426666259766
30,18355.0,95.41143798828125,95.41143798828125,95.41143798828125,95.41143798828125
31,18357.0,108.96446990966797,108.96446990966797,108.96446990966797,108.96446990966797
32,18359.0,112.26349639892578,113.96125030517578,112.26349639892578,113.96125030517578
33,18361.0,118.20561218261719,118.20561218261719,118.20561218261719,118.20561218261719
34,18363.0,,,,
35,18365.0,118.78439331054688,118.78439331054688,118.78439331054688,118.78439331054688
36,18367.0,112.0898666381836,112.99662017822266,112.0898666381836,112.99662017822266
37,18369.0,120.1927490234375,120.1927490234375,120.1927490234375,120.1927490234375
38,18371.0,120.32779693603516,120.32779693603516,120.32779693603516,120.32779693603516
39,18373.0,112.37925720214844,114.57861328125,112.37925720214844,114.57861328125
40,18375.0,116.46928405761719,116.46928405761719,113.2088394165039,113.2088394165039
41,18377.0,,,,
42,18379.0,118.57217407226562,121.5625228881836,118.57217407226562,121.5625228881836
43,18381.0,128.6043243408203,128.6043243408203,123.68470764160156,123.68470764160156
44,18383.0,,,,
45,18385.0,116.75867462158203,116.75867462158203,116.75867462158203,116.75867462158203
46,18387.0,122.7007827758789,122.7007827758789,122.37281036376953,122.37281036376953
47,18389.0,122.64290618896484,124.35994720458984,122.64290618896484,124.35994720458984
48,18391.0,,,,
49,18393.0,122.79724884033203,122.79724884033203,122.6814956665039,122.6814956665039
50,18395.0,115.5239486694336,115.5239486694336,112.30208587646484,112.30208587646484
51,18397.0,116.95159912109375,116.95159912109375,116.95159912109375,116.95159912109375
52,18399.0,126.63646697998047,126.63646697998047,126.63646697998047,126.63646697998047
53,18401.0,127.58180236816406,128.7779541015625,127.58180236816406,128.7779541015625
54,18403.0,127.79402160644531,128.0834197998047,127.79402160644531,128.0834197998047
55,18405.0,,,,
56,18407.0,129.2216796875,131.9998016357422,129.2216796875,131.9998016357422
