,Date,open,high,low,close
0,18295.0,92.1500015258789,97.80000305175781,92.1500015258789,97.80000305175781
1,18305.0,97.5,100.0,93.8499984741211,96.4000015258789
2,18315.0,89.9000015258789,89.9000015258789,76.0999984741211,76.0999984741211
3,18325.0,74.75,74.75,46.439998626708984,46.439998626708984
4,18335.0,42.560001373291016,42.560001373291016,35.279998779296875,38.900001525878906
5,18345.0,46.619998931884766,58.599998474121094,46.619998931884766,50.45000076293945
6,18355.0,50.25,61.5,50.25,61.5
7,18365.0,63.95000076293945,63.95000076293945,57.29999923706055,58.0
8,18375.0,57.400001525878906,62.650001525878906,54.400001525878906,61.650001525878906
9,18385.0,56.900001525878906,61.150001525878906,56.900001525878906,58.70000076293945
10,18395.0,56.29999923706055,67.30000305175781,55.849998474121094,67.30000305175781
11,18405.0,70.0,76.69999694824219,70.0,72.0999984741211
12,18415.0,76.5,82.25,71.9000015258789,71.9000015258789
13,18425.0,71.30000305175781,75.05000305175781,71.30000305175781,72.19999694824219
14,18435.0,71.19999694824219,72.19999694824219,68.0,68.0
15,18445.0,72.19999694824219,74.8499984741211,69.9000015258789,70.55000305175781
16,18455.0,72.9000015258789,73.0999984741211,70.1500015258789,73.0999984741211
17,18465.0,72.5,72.5,63.5,63.5
18,18475.0,63.25,71.0,63.25,71.0
19,18485.0,75.5999984741211,75.80000305175781,72.5,75.0999984741211
20,18495.0,76.0,77.8499984741211,76.0,76.1500015258789
21,18505.0,75.80000305175781,80.05000305175781,75.80000305175781,79.69999694824219
22,18515.0,78.94999694824219,83.69999694824219,77.8499984741211,83.69999694824219
23,18525.0,75.5,76.75,69.75,76.75
24,18535.0,77.25,78.44999694824219,76.19999694824219,76.9000015258789
25,18545.0,76.55000305175781,76.55000305175781,71.25,74.19999694824219
26,18555.0,72.94999694824219,72.94999694824219,62.29999923706055,64.5999984741211
27,18565.0,65.0,71.80000305175781,65.0,70.69999694824219
28,18575.0,81.25,92.3499984741211,81.25,92.3499984741211
29,18585.0,92.0,96.3499984741211,91.5999984741211,96.1500015258789
30,18595.0,96.1500015258789,100.69999694824219,96.1500015258789,99.0999984741211
31,18605.0,100.30000305175781,100.30000305175781,95.8499984741211,97.80000305175781
32,18615.0,95.19999694824219,98.4000015258789,95.19999694824219,98.4000015258789
33,18625.0,99.30000305175781,99.3499984741211,96.3499984741211,99.3499984741211
34,18635.0,100.9000015258789,106.19999694824219,97.6500015258789,103.30000305175781
