,Date,open,high,low,close
0,18295.0,57.349998474121094,57.70000076293945,57.349998474121094,57.70000076293945
1,18297.0,57.54999923706055,57.54999923706055,57.45000076293945,57.45000076293945
2,18299.0,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094
3,18301.0,57.25,57.25,57.25,57.25
4,18303.0,58.400001525878906,58.400001525878906,58.20000076293945,58.20000076293945
5,18305.0,57.95000076293945,59.20000076293945,57.95000076293945,59.20000076293945
6,18307.0,,,,
7,18309.0,58.599998474121094,58.599998474121094,58.400001525878906,58.400001525878906
8,18311.0,59.099998474121094,59.099998474121094,58.900001525878906,58.900001525878906
9,18313.0,59.20000076293945,59.20000076293945,59.20000076293945,59.20000076293945
10,18315.0,53.5,53.5,53.5,53.5
11,18317.0,51.900001525878906,51.900001525878906,51.400001525878906,51.400001525878906
12,18319.0,49.439998626708984,49.439998626708984,47.84000015258789,47.84000015258789
13,18321.0,,,,
14,18323.0,46.7400016784668,48.86000061035156,46.7400016784668,48.86000061035156
15,18325.0,48.08000183105469,48.08000183105469,45.5,45.5
16,18327.0,42.459999084472656,42.459999084472656,42.459999084472656,42.459999084472656
17,18329.0,40.119998931884766,40.119998931884766,40.119998931884766,40.119998931884766
18,18331.0,40.86000061035156,40.86000061035156,39.70000076293945,39.70000076293945
19,18333.0,35.959999084472656,35.959999084472656,33.68000030517578,33.68000030517578
20,18335.0,,,,
21,18337.0,30.68000030517578,30.68000030517578,29.280000686645508,29.280000686645508
22,18339.0,27.540000915527344,30.280000686645508,27.540000915527344,30.280000686645508
23,18341.0,31.780000686645508,31.780000686645508,31.780000686645508,31.780000686645508
24,18343.0,30.0,30.0,30.0,30.0
25,18345.0,37.380001068115234,38.0,37.380001068115234,38.0
26,18347.0,40.2400016784668,41.0,40.2400016784668,41.0
27,18349.0,,,,
28,18351.0,40.5,41.18000030517578,40.5,41.18000030517578
29,18353.0,39.2400016784668,39.2400016784668,38.459999084472656,38.459999084472656
30,18355.0,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945
31,18357.0,40.2599983215332,40.2599983215332,40.2599983215332,40.2599983215332
32,18359.0,38.68000030517578,40.619998931884766,38.68000030517578,40.619998931884766
33,18361.0,41.5,41.5,41.5,41.5
34,18363.0,,,,
35,18365.0,40.0,40.0,40.0,40.0
36,18367.0,38.060001373291016,38.060001373291016,37.380001068115234,37.380001068115234
37,18369.0,38.0,38.0,38.0,38.0
38,18371.0,39.380001068115234,39.380001068115234,39.380001068115234,39.380001068115234
39,18373.0,36.70000076293945,38.20000076293945,36.70000076293945,38.20000076293945
40,18375.0,39.13999938964844,39.13999938964844,37.02000045776367,37.02000045776367
41,18377.0,,,,
42,18379.0,38.459999084472656,38.84000015258789,38.459999084472656,38.84000015258789
43,18381.0,40.81999969482422,40.81999969482422,37.939998626708984,37.939998626708984
44,18383.0,,,,
45,18385.0,36.5,36.5,36.5,36.5
46,18387.0,37.099998474121094,37.099998474121094,36.63999938964844,36.63999938964844
47,18389.0,38.0,38.0,37.91999816894531,37.91999816894531
48,18391.0,,,,
49,18393.0,37.380001068115234,37.439998626708984,37.380001068115234,37.439998626708984
50,18395.0,36.560001373291016,36.560001373291016,35.880001068115234,35.880001068115234
51,18397.0,36.08000183105469,36.08000183105469,36.08000183105469,36.08000183105469
52,18399.0,37.0,37.0,37.0,37.0
53,18401.0,37.36000061035156,37.36000061035156,34.720001220703125,34.720001220703125
54,18403.0,35.29999923706055,35.7400016784668,35.29999923706055,35.7400016784668
55,18405.0,,,,
56,18407.0,37.15999984741211,38.619998931884766,37.15999984741211,38.619998931884766
57,18409.0,40.939998626708984,42.84000015258789,40.939998626708984,42.84000015258789
58,18411.0,40.79999923706055,40.79999923706055,40.79999923706055,40.79999923706055
59,18413.0,,,,
60,18415.0,42.18000030517578,43.13999938964844,42.18000030517578,43.13999938964844
61,18417.0,42.65999984741211,43.84000015258789,42.65999984741211,43.84000015258789
62,18419.0,,,,
63,18421.0,44.119998931884766,44.119998931884766,43.040000915527344,43.040000915527344
64,18423.0,41.97999954223633,41.97999954223633,40.459999084472656,40.459999084472656
65,18425.0,40.060001373291016,40.060001373291016,40.060001373291016,40.060001373291016
66,18427.0,39.619998931884766,39.619998931884766,39.619998931884766,39.619998931884766
67,18429.0,40.29999923706055,40.29999923706055,39.52000045776367,39.52000045776367
68,18431.0,40.15999984741211,40.15999984741211,39.540000915527344,39.540000915527344
69,18433.0,,,,
70,18435.0,38.220001220703125,38.439998626708984,38.220001220703125,38.439998626708984
71,18437.0,37.0,37.0,37.0,37.0
72,18439.0,37.0,37.0,37.0,37.0
73,18441.0,37.15999984741211,37.15999984741211,37.15999984741211,37.15999984741211
74,18443.0,37.0,37.7599983215332,37.0,37.7599983215332
75,18445.0,38.0,38.0,37.380001068115234,37.380001068115234
76,18447.0,,,,
77,18449.0,38.119998931884766,38.119998931884766,37.15999984741211,37.15999984741211
78,18451.0,36.47999954223633,36.47999954223633,35.5,35.5
79,18453.0,35.540000915527344,35.540000915527344,35.540000915527344,35.540000915527344
80,18455.0,35.41999816894531,35.41999816894531,35.41999816894531,35.41999816894531
81,18457.0,34.439998626708984,35.52000045776367,34.439998626708984,35.52000045776367
82,18459.0,34.459999084472656,34.459999084472656,34.15999984741211,34.15999984741211
83,18461.0,,,,
84,18463.0,35.880001068115234,35.880001068115234,35.880001068115234,35.880001068115234
85,18465.0,35.279998779296875,35.279998779296875,34.099998474121094,34.099998474121094
86,18467.0,33.0,33.0,33.0,33.0
87,18469.0,33.060001373291016,33.060001373291016,33.060001373291016,33.060001373291016
88,18471.0,33.619998931884766,34.099998474121094,33.619998931884766,34.099998474121094
89,18473.0,33.540000915527344,33.540000915527344,33.52000045776367,33.52000045776367
90,18475.0,,,,
91,18477.0,32.380001068115234,32.380001068115234,32.040000915527344,32.040000915527344
92,18479.0,33.20000076293945,33.29999923706055,33.20000076293945,33.29999923706055
93,18481.0,34.52000045776367,34.52000045776367,34.52000045776367,34.52000045776367
