Date,Open,High,Low,Close,Adj Close
2020-02-03,13.649999618530272,14.800000190734863,12.0,12.0,12.0
2020-02-13,12.5,12.850000381469728,11.149999618530272,11.550000190734863,11.550000190734863
2020-02-23,11.0,11.0,8.5600004196167,9.0,9.0
2020-03-04,8.680000305175781,8.84000015258789,8.079999923706055,8.079999923706055,8.079999923706055
2020-03-14,6.599999904632568,6.599999904632568,2.259999990463257,2.259999990463257,2.259999990463257
2020-03-24,2.5999999046325684,3.2799999713897705,2.5999999046325684,3.2799999713897705,3.2799999713897705
2020-04-03,3.200000047683716,7.199999809265137,3.200000047683716,7.199999809265137,7.199999809265137
2020-04-13,8.140000343322754,8.140000343322754,5.900000095367432,6.059999942779541,6.059999942779541
2020-04-23,5.079999923706055,5.980000019073486,5.0,5.480000019073486,5.480000019073486
2020-05-03,5.579999923706055,5.579999923706055,5.0,5.0,5.0
2020-05-13,4.809999942779541,5.380000114440918,4.260000228881836,5.380000114440918,5.380000114440918
2020-05-23,5.360000133514404,5.800000190734863,5.340000152587891,5.400000095367432,5.400000095367432
2020-06-02,5.400000095367432,5.699999809265137,5.059999942779541,5.199999809265137,5.199999809265137
2020-06-12,5.0,5.179999828338623,4.949999809265137,5.119999885559082,5.119999885559082
2020-06-22,0.9539999961853028,2.5999999046325684,0.9539999961853028,1.870000004768372,1.870000004768372
2020-07-02,1.7000000476837158,1.7000000476837158,1.4149999618530271,1.6799999475479126,1.6799999475479126
2020-07-12,1.6799999475479126,1.6799999475479126,1.0299999713897705,1.0299999713897705,1.0299999713897705
2020-07-22,1.024999976158142,1.2200000286102295,1.0099999904632568,1.125,1.125
2020-08-01,1.1050000190734863,1.125,1.1050000190734863,1.1100000143051147,1.1100000143051147
2020-08-11,1.059999942779541,1.1699999570846558,1.059999942779541,1.1349999904632568,1.1349999904632568
2020-08-21,1.1549999713897705,1.1749999523162842,1.1299999952316284,1.1549999713897705,1.1549999713897705
2020-08-31,1.1299999952316284,1.1299999952316284,1.0299999713897705,1.0299999713897705,1.0299999713897705
2020-09-10,0.9139999747276306,0.9179999828338624,0.5699999928474426,0.5699999928474426,0.5699999928474426
2020-09-20,0.5960000157356262,0.6200000047683716,0.5,0.5,0.5
2020-09-30,0.527999997138977,0.5320000052452087,0.4110000133514404,0.4760000109672546,0.4760000109672546
2020-10-10,0.4950000047683716,0.4950000047683716,0.3700000047683716,0.4519999921321869,0.4519999921321869
2020-10-20,0.4099999964237213,0.4099999964237213,0.3799999952316284,0.3849999904632568,0.3849999904632568
2020-10-30,0.3899999856948852,0.4269999861717224,0.3869999945163727,0.4269999861717224,0.4269999861717224
2020-11-09,0.4149999916553497,0.4199999868869781,0.3930000066757202,0.4199999868869781,0.4199999868869781
2020-11-19,0.4289999902248382,1.8600000143051147,0.4189999997615814,1.8600000143051147,1.8600000143051147
2020-11-29,2.190000057220459,2.190000057220459,1.1100000143051147,1.4600000381469729,1.4600000381469729
2020-12-09,1.4149999618530271,1.4500000476837158,1.284999966621399,1.2899999618530271,1.2899999618530271
2020-12-19,1.2699999809265137,1.2699999809265137,1.149999976158142,1.149999976158142,1.149999976158142
2020-12-29,1.1150000095367432,1.1150000095367432,1.024999976158142,1.0449999570846558,1.0449999570846558
2021-01-08,1.0299999713897705,1.159999966621399,1.024999976158142,1.0800000429153442,1.0800000429153442
